Title,Author,Rating,Want to Read
Programming entity framework,Julia Lerman,N/A,2 Want to read
"Information Computing and Applications: 4th International Conference, ICICA 2013, Singapore, August 16-18, 2013. Revised Selected Papers, Part I",Baoxiang Liu,N/A,3 Want to read
"Bioinformatics Research and Applications: 9th International Symposium, ISBRA 2013, Charlotte, NC, USA, May 20-22, 2013. Proceedings",Zhipeng Cai,N/A,1 Want to read
A Computational Introduction to Number Theory and Algebra,Victor Shoup,N/A,2 Want to read
"Secure Data Management: Third VLDB Workshop, SDM 2006, Seoul, Korea, September 10-11, 2006, Proceedings (Lecture Notes in Computer Science)","Willem Jonker, Milan Petkovic",N/A,1 Want to read
"Thinking in complexity: the computational dynamics of matter, mind, and mankind",Klaus Mainzer,N/A,7 Want to read
"Statistical Atlases and Computational Models of the Heart. Imaging and Modelling Challenges: Third International Workshop, STACOM 2012, Held in Conjunction with MICCAI 2012, Nice, France, October 5, 2012, Revised Selected Papers",Oscar Camara,N/A,1 Want to read
Notes on introductory combinatorics,"George Pólya, Robert E. Tarjan, Donald Robert Woods",N/A,1 Want to read
Introductory combinatorics,Richard A. Brualdi,N/A,12 Want to read
Chaos and fractals: new frontiers of science,"Heinz-Otto Peitgen, Hartmut Jürgens, Dietmar Saupe",4.0 (1 rating),12 Want to read
"Stuck in the shallow end: education, race, and computing",Jane Margolis,4.0 (1 rating),3 Want to read
"Database and Expert Systems Applications: 25th International Conference, DEXA 2014, Munich, Germany, September 1-4, 2014. Proceedings, Part II","Hendrik Decker, Lenka Lhotská, Sebastian Link, Marcus Spies, Roland R. Wagner",N/A,1 Want to read
Combinatorial Optimization: Theory and Algorithms (Algorithms and Combinatorics),"Bernhard Korte, Jens Vygen",N/A,2 Want to read
Discrete Mathematical Structures (4th Edition),"Bernard Kolman, Robert C. Busby, Sharon Cutler Ross, Robert Busby",2.0 (2 ratings),103 Want to read
Primer on Scientific Programming with Python,Hans Petter Langtangen,N/A,2 Want to read
"Database Systems for Advanced Applications: 26th International Conference, DASFAA 2021, Taipei, Taiwan, April 11-14, 2021, Proceedings, Part III","Sourav S. Bhowmick, Curtis Dyreson, Christian S. Jensen",N/A,1 Want to read
"Swarm Intelligence: 8th International Conference, ANTS 2012, Brussels, Belgium, September 12-14, 2012. Proceedings",Marco Dorigo,N/A,1 Want to read
"Frontier Computing: Theory, Technologies and Applications FC 2016","Neil Y. Yen, Jason C Hung",N/A,1 Want to read
Facebook nation: total information awareness,Newton Lee,N/A,N/A
"Collaboration Technologies and Social Computing: 7th International Conference, CollabTech 2014, Santiago, Chile, September 8-10, 2014. Proceedings","Takaya Yuizono, Gustavo Zurita, Nelson Baloian, Tomoo Inoue, Hiroaki Ogata",N/A,1 Want to read
"Internet and Distributed Computing Systems: 8th International Conference, IDCS 2015, Windsor, UK, September 2-4, 2015. Proceedings","Wenfeng Li, Shawkat Ali, Gabriel Lodewijks, Giancarlo Fortino, Giuseppe Di Fatta, Zhouping Yin, Mukaddim Pathan, Antonio Guerrieri, Qiang Wang",N/A,1 Want to read
"Multiagent System Technologies: 5th German Conference, MATES 2007, Leipzig, Germany, September 24-26, 2007, Proceedings","Matthias Klusch, Rainer Unland, Onn Shehory, Alexander Pokahr, Sebastian Ahrndt",N/A,1 Want to read
"Cross-Cultural Design: 16th International Conference, CCD 2024, Held As Part of the 26th HCI International Conference, HCII 2024, Washington, DC, USA, June 29-July 4, 2024, Proceedings, Part III",Pei-Luen Patrick Rau,N/A,N/A
"Interactive Collaborative Robotics: 5th International Conference, ICR 2020, St Petersburg, Russia, October 7-9, 2020, Proceedings","Andrey Ronzhin, Gerhard Rigoll, Roman Meshcheryakov",N/A,1 Want to read
"Applied Computer Sciences in Engineering: 8th Workshop on Engineering Applications, WEA 2021, Medellín, Colombia, October 6-8, 2021, Proceedings","Juan Carlos Figueroa-García, Eduyn Ramiro López-Santana, Roberto Ferro-Escobar",N/A,N/A
"Geometric Science of Information: 6th International Conference, GSI 2023, St. Malo, France, August 30-September 1, 2023, Proceedings, Part I","Frank Nielsen, Frédéric Barbaresco",N/A,N/A
"MultiMedia Modeling: 20th Anniversary International Conference, MMM 2014, Dublin, Ireland, January 6-10, 2014, Proceedings, Part I","Laurent Amsaleg, Gylfi Þór Guðmundsson, Cathal Gurrin, Björn Þór Jónsson, Shin’ichi Satoh",N/A,N/A
"Electronic Voting: 6th International Joint Conference, e-Vote-ID 2021, Virtual Event, October 5-8, 2021, Proceedings","Robert Krimmer, Melanie Volkamer, Nadja Braun Binder, Norbert Kersting, Olivier Pereira, Carsten Schürmann",N/A,2 Want to read
Computing Handbook: Computer Science and Software Engineering,"Allen Tucker, Teofilo Gonzalez, Heikki Topi, Jorge Diaz-Herrera",N/A,1 Want to read
Computational Vision and Medical Image Processing: Recent Trends,João Manuel R. S. Tavares,N/A,2 Want to read
The Art of Agile Development,James Shore,4.0 (3 ratings),5 Want to read
"Agents and Artificial Intelligence: 4th International Conference, ICAART 2012, Vilamoura, Portugal, February 6-8, 2012. Revised Selected Papers",Joaquim Filipe,N/A,2 Want to read
"Agents and Data Mining Interaction: 8th International Workshop, ADMI 2012, Valencia, Spain, June 4-5, 2012, Revised Selected Papers",Longbing Cao,N/A,2 Want to read
Genetic Algorithms + Data Structures =: Evolution Programs,Zbigniew Michalewicz,N/A,4 Want to read
"Language and Automata Theory and Applications: 7th International Conference, LATA 2013, Bilbao, Spain, April 2-5, 2013. Proceedings",Adrian-Horia Dediu,N/A,2 Want to read
"Logical Foundations of Computer Science: International Symposium, LFCS 2013, San Diego, CA, USA, January 6-8, 2013. Proceedings",Sergei Artemov,N/A,2 Want to read
"Electronic Government: 5th International Conference, EGOV 2006, Krakow, Poland, September 4-8, 2006, Proceedings (Lecture Notes in Computer Science)",Maria A. Wimmer,N/A,1 Want to read
Dictionary of computer and Internet terms,Douglas Downing,N/A,5 Want to read
"Context-Aware Systems and Applications: First International Conference, ICCASA 2012, Ho Chi Minh City, Vietnam, November 26-27, 2012, Revised Selected Papers",Phan Cong Vinh,N/A,1 Want to read
Proceedings of the 2012 International Conference on Information Technology and Software Engineering: Information Technology & Computing Intelligence,Wei Lu,N/A,1 Want to read
"Product-Focused Software Process Improvement: 9th International Conference, PROFES 2008 Monte Porzio Catone, Italy, June 23-25, 2008 Proceedings",Andreas Jedlitschka,N/A,1 Want to read
"Multiple Access Communications: 5th International Workshop, MACOM 2012, Maynooth, Ireland, November 19-20, 2012. Proceedings",Boris Bellalta,N/A,1 Want to read
Secrets and Lies: Digital Security in a Networked World,Bruce Schneier,3.2 (4 ratings),16 Want to read
"Software and Data Technologies: 6th International Conference, ICSOFT 2011, Seville, Spain, July 18-21, 2011. Revised Selected Papers",José Cordeiro,N/A,4 Want to read
Technische Informatik: Band 1: Grundlagen Der Digitalen Elektronik,"Wolfram Schiffmann, Robert Schmitz",N/A,3 Want to read
Pro Git,"Scott Chacon, Ben Straub",4.1 (10 ratings),32 Want to read
Computer Jobs With the Growing Information Technology Professional Services Sector 2008: West Coast States,Info Tech Employment,N/A,N/A
Methods in Algorithmic Analysis,Vladimir A. Dobrushkin,N/A,1 Want to read
"Discrete structures, logic, and computability",James L. Hein,N/A,7 Want to read
The analytical engine: an introduction to computer science using ToolBook,"Rick Decker, Stuart Hirshfield",N/A,6 Want to read
Applications of Fibonacci Numbers: Volume 5,"A. F. Horadam, A. N. Philippou, G. E. Bergum",N/A,N/A
"Theory and Practice of Computation : Proceedings of the Workshop on Computation: Theory and Practice , September 17-18, 2018, Manila, the Philippines","Shin-ya Nishizaki, Masayuki Numao, Jaime Caro, Merlin Teodosia Suarez",N/A,1 Want to read
"Computational Science and Technology: 7th ICCST 2020, Pattaya, Thailand, 29-30 August 2020","Rayner Alfred, Hiroyuki Iida, Ag. Asri Ag. Ibrahim, Yuto Lim",N/A,N/A
"Knowledge Management in Organizations: 9th International Conference, KMO 2014, Santiago, Chile, September 2-5, 2014, Proceedings","Lorna Uden, Branislav Hadzima, I-Hsien Ting",N/A,1 Want to read
"Signal and Information Processing, Networking and Computers: Proceedings of the 9th International Conference on Signal and Information Processing, Networking and Computers","Songlin Sun, Na Chen, Tao Tian",N/A,1 Want to read
"Knowledge and Systems Sciences: 17th International Symposium, KSS 2016, Kobe, Japan, November 4-6, 2016, Proceedings","Jian Chen, Yuji Yamada, Mina Ryoke, Xijin Tang",N/A,N/A
"New Frontiers in Artificial Intelligence: JSAI-IsAI 2010 Workshops, LENLS, JURISIN, AMBN, ISS, Tokyo,Japan, November 18-19, 2010, Revised Selected Papers",Daisuke Bekki,N/A,1 Want to read
Webster's new world dictionary of computer terms,Bryan Pfaffenberger,N/A,N/A
"Discrete mathematics: proofs, structures, and applications",Rowan Garnier,N/A,1 Want to read
"Graphs, Networks and Algorithms",Dieter Jungnickel,N/A,1 Want to read
Dealers of lightning: Xerox PARC and the dawn of the computer age,Michael A. Hiltzik,4.1 (8 ratings),27 Want to read
"Design, User Experience, and Usability: Users, Contexts and Case Studies",Aaron Marcus,N/A,8 Want to read
"Algorithms for Computational Biology: 4th International Conference, AlCoB 2017, Aveiro, Portugal, June 5-6, 2017, Proceedings","Adrian-Horia Dediu, Carlos Martín-Vide, Bianca Truthe",N/A,1 Want to read
Innovations in Computer Science and Engineering: Proceedings of the Ninth ICICSE 2021,"H. S. Saini, Rishi Sayal, A. Govardhan, Rajkumar Buyya",N/A,1 Want to read
"Cyber Security and Privacy: 4th Cyber Security and Privacy Innovation Forum, CSP Innovation Forum 2015, Brussels, Belgium April 28-29, 2015, Revised Selected Papers","Frances Cleary, Massimo Felici",N/A,N/A
"Advances in Information Technology: Third International Conference, IAIT 2009, Bangkok, Thailand, December 1-5, 2009, Proceedings","Borworn Papasratorn, Nipon Charoenkitkarn, Kittichai Lavangnananda, Wichian Chutimaskul, Vajirasak Vanijja",N/A,N/A
"Applications and Techniques in Information Security: International Conference, ATIS 2014, Melbourne, Australia, November 26-28, 2014. Proceedings","Lynn Batten, Gang Li",N/A,N/A
"Advances in Production Management Systems. Competitive Manufacturing for Innovative Products and Services: IFIP WG 5.7 International Conference, APMS ... and Communication Technology )","Christos Emmanouilidis, Marco Taisch, Dimitris Kiritsis",N/A,N/A
"Human-Computer Interaction -- INTERACT 2013: 14th IFIP TC 13 International Conference, Cape Town, South Africa, September 2-6, 2013, Proceedings, Part II","Paula Kotzé, Gary Marsden, Gitte Lindgaard, Janet Wesson, Marco Winckler",N/A,N/A
"Formal Techniques for Safety-Critical Systems: Third International Workshop, FTSCS 2014, Luxembourg, November 6-7, 2014. Revised Selected Papers","Cyrille Artho, Peter Csaba Ölveczky",N/A,1 Want to read
"MultiMedia Modeling: 21st International Conference, MMM 2015, Sydney, Australia, January 5-7, 2015, Proceedings, Part II","Xiangjian He, Suhuai Luo, Dacheng Tao, Changsheng Xu, Jie Yang, Muhammad Abul Hasan",N/A,N/A
"Information Technology in Bio- and Medical Informatics: 4th International Conference, ITBAM 2013, Prague, Czech Republic, August 28, 2013. Proceedings","Miroslav Bursa, Sami Khuri, M. Elena Renda",N/A,1 Want to read
"Computer Safety, Reliability, and Security: 42nd International Conference, SAFECOMP 2023, Toulouse, France, September 20-22, 2023, Proceedings","Friedemann Bitsch, Jérémie Guiochet, Mohamed Kaâniche",N/A,N/A
"Trends in Functional Programming: 15th International Symposium, TFP 2014, Soesterberg, the Netherlands, May 26-28, 2014. Revised Selected Papers","Jurriaan Hage, Jay McCarthy",N/A,1 Want to read
"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings","Halimah Badioze Zaman, Robinson, Peter, Patrick Olivier, Timothy K. Shih, Sergio Velastin",N/A,N/A
"Machine Learning in Medical Imaging: 6th International Workshop, MLMI 2015, Held in Conjunction with MICCAI 2015, Munich, Germany, October 5, 2015, Proceedings","Luping Zhou, Li Wang, Qian Wang, Yinghuan Shi",N/A,1 Want to read
Applications and Usability of Interactive TV,"María José Abásolo, Raoni Kulesza",N/A,1 Want to read
"Information Search, Integration and Personalization: International Workshop, ISIP 2012, Sapporo, Japan, October 11-13, 2012. Revised Selected Papers","Emanuel Grant, Dimitris Kotzinos, Dominique Laurent, Nicolas Spyratos, Yuzuru Tanaka",N/A,1 Want to read
"Technology in Action, Introductory","Alan Evans, Kendall Martin, Mary Anne Poatsy",N/A,3 Want to read
"Symbiotic Interaction: 4th International Workshop, Symbiotic 2015, Berlin, Germany, October 7-8, 2015, Proceedings","Giulio Jacucci, Luciano Gamberini, Jonathan Freeman, Anna Spagnolli",N/A,1 Want to read
"Clinical Image-Based Procedures. Translational Research in Medical Imaging: Third International Workshop, CLIP 2014, Held in Conjunction with MICCAI 2014, Boston, MA, USA, September 14, 2014, Revised Selected Papers","Raj Shekhar, Stefan Wesarg, Miguel Ángel González Ballester, Klaus Drechsler, Yoshinobu Sato, Marius Erdt, Marius George Linguraru, Cristina Oyarzun Laura",N/A,1 Want to read
Advances in Computer Science and Ubiquitous Computing: Csa-Cute 2019,"James J. Park, Vincenzo Loia, Gangman Yi, Yunsick Sung",N/A,1 Want to read
"Applied Informatics: 6th International Conference, ICAI 2023, Guayaquil, Ecuador, October 26-28, 2023, Proceedings","Hector Florez, Cesar Diaz, Jaime Chavarriaga",N/A,N/A
"Telematics and Computing: 12th International Congress, WITCOM 2023, Puerto Vallarta, Mexico, November 13-17, 2023, Proceedings","Miguel Felix Mata-Rivera, Roberto Zagal-Flores, Cristian Barría-Huidobro",N/A,N/A
"Advanced Computational Methods for Knowledge Engineering: Proceedings of the 2nd International Conference on Computer Science, Applied Mathematics and Applications","Hoai An Le Thi, Ngọc Thanh Nguyễn, Tien Van Do",N/A,1 Want to read
"Digital Economy. Emerging Technologies and Business Innovation: 7th International Conference on Digital Economy, ICDEc 2022, Bucharest, Romania, May 9-11, 2022, Proceedings","Rim Jallouli, Mohamed Anis Bach Tobji, Deny Bélisle, Sehl Mellouli, Farid Abdallah, Ibrahim Osman",N/A,1 Want to read
"Combinatorial Optimization: Second International Symposium, ISCO 2012, Athens, Greece, April 19-21, 2012, Revised Selected Papers",A. Ridha Mahjoub,N/A,2 Want to read
"Interdisciplinary Applications of Kinematics: Proceedings of the International Conference, Lima, Perú, January 9-11, 2008",Andrés Kecskeméthy,N/A,1 Want to read
"Human Language Technology. Challenges for Computer Science and Linguistics: 4th Language and Technology Conference, LTC 2009, Poznan, Poland, November 6-8, 2009, Revised Selected Papers",Zygmunt Vetulani,N/A,1 Want to read
"Artificial Neural Networks in Pattern Recognition: Second IAPR Workshop, ANNPR 2006, Ulm, Germany, August 31-September 2, 2006, Proceedings (Lecture Notes in Computer Science)","Friedhelm Schwenker, Simone Marinai",N/A,1 Want to read
"Enabling Real-Time Business Intelligence: 5th International Workshop, BIRTE 2011, Held at the 37th International Conference on Very Large Databases, VLDB 2011, Seattle, WA, USA, September 2, 2011, Revised Selected Papers",Malu Castellanos,N/A,1 Want to read
